"Nom du produit","URL du produit","Image du produit","Prix (CAD)","Évaluation (sur 5)","Nombre d'évaluations","Disponibilité"
"Console PlayStation 5 Pro","https://www.bestbuy.ca/fr-ca/produit/18477929","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18477/18477929.jpg","962.49","3.74","134","Expédition disponible"
"Ensemble Nintendo Switch 2 avec Mario Kart World","https://www.bestbuy.ca/fr-ca/produit/19296508","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19296/19296508.jpg","699.99","4.07","46","Expédition disponible"
"Boîte ouverte - console PlayStation 5 Slim Édition digitale","https://www.bestbuy.ca/fr-ca/produit/17650703","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17650/17650703.jpeg","529.99","3.83","12","Disponible uniquement en ligne"
"Console Nintendo Switch 2","https://www.bestbuy.ca/fr-ca/produit/19296507","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19296/19296507.jpg","629.99","4.73","693","Expédition disponible"
"Console PlayStation 5 mince","https://www.bestbuy.ca/fr-ca/produit/17477496","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17477/17477496.jpg","652.49","3.84","45","Expédition disponible"
"Manette sans fil DualSense pour PlayStation 5 - Édition limitée 30e anniversaire","https://www.bestbuy.ca/fr-ca/produit/18481636","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18481/18481636.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/184/18481/18481636.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/173/17341/17341065.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/173/17341/17341066.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/173/17341/17341067.jpg","100.19","4.38","13","Expédition disponible"
"Console PlayStation 5 mince édition numérique","https://www.bestbuy.ca/fr-ca/produit/17477495","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17477/17477495.jpg","582.49","3.98","45","Expédition disponible"
"Super Mario Galaxy et Super Mario Galaxy 2 (Switch)","https://www.bestbuy.ca/fr-ca/produit/19436862","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19436/19436862.jpg","99.99","0","0","Expédition disponible"
"Console PlayStation 5 Pro - Boîte ouverte","https://www.bestbuy.ca/fr-ca/produit/18905772","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18905/18905772.jpeg","804.99","4.25","16","Disponible uniquement en ligne"
"Ensemble avec PlayStation 5 et Ghost of Yōtei édition limitée dorée","https://www.bestbuy.ca/fr-ca/produit/19439493","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19439/19439493.jpg","722.49","5","1","Stocks épuisés en ligne"
"PlayStation 5 mince édition numérique - Ensemble édition limitée 30e anniversaire","https://www.bestbuy.ca/fr-ca/produit/18481602","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18481/18481602.jpg","652.49","4.25","8","Stocks épuisés en ligne"
"Ghost of Yōtei (PS5)","https://www.bestbuy.ca/fr-ca/produit/19307926","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19307/19307926.jpg","89.99","0","0","Expédition disponible"
"Console Xbox Series X de 1 To","https://www.bestbuy.ca/fr-ca/produit/19422128","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19422/19422128.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/194/19422/19422128.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/194/19422/19422129.jpg","732.49","5","1","Stocks épuisés dans les magasins à proximité"
"Remis à neuf (Bon état) - console PlayStation 5 PS5 de Sony (version disque)","https://www.bestbuy.ca/fr-ca/produit/17926998","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17926/17926998.jpeg","449.99","3.48","31","Stocks épuisés en ligne"
"Volant de course G29 Driving Force de Logitech pour PlayStation/PC - Foncé","https://www.bestbuy.ca/fr-ca/produit/10383067","https://multimedia.bbycastatic.ca/multimedia/products/250x250/103/10383/10383067.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/103/10383/10383067.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/103/10383/10383069.jpg","300.19","4.67","2174","Expédition disponible"
"Console Xbox Series S de 512 Go","https://www.bestbuy.ca/fr-ca/produit/18486270","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18486/18486270.jpg","452.49","4.83","578","Expédition disponible"
"EA Sports FC 26 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19386264","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19386/19386264.jpg","89.99","0","0","Expédition disponible"
"Remis à neuf (Bon état) - Console PS5 PlayStation 5 de Sony (version disque) *PAS DE SUPPORT*","https://www.bestbuy.ca/fr-ca/produit/19180263","https://multimedia.bbycastatic.ca/multimedia/products/250x250/191/19180/19180263.jpeg","434.99","3","6","Disponible uniquement en ligne"
"Ensemble Nintendo Switch 2 Pokémon Legends: Z-A","https://www.bestbuy.ca/fr-ca/produit/19395166","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19395/19395166.jpg","699.99","3.67","3","Disponible en livraison différée"
"NHL 26 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19411041","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19411/19411041.jpg","89.99","4.2","10","Expédition disponible"
"Casque de réalité virtuelle de 128 Go Meta Quest 3S avec période d'essai de 3 mois de Meta Horizon+","https://www.bestbuy.ca/fr-ca/produit/19206091","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19206/19206091.jpg","400.59","4.76","291","Expédition disponible"
"Ghost of Yotei: Édition de collection (PS5)","https://www.bestbuy.ca/fr-ca/produit/19307925","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19307/19307925.jpg","299.99","4","4","Stocks épuisés dans les magasins à proximité"
"Manette sans fil DualSense de PlayStation 5 - Noir minuit","https://www.bestbuy.ca/fr-ca/produit/17905836","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17905/17905836.jpg","95.19","4.8","9375","Expédition disponible"
"Manette sans fil DualSense Edge de PlayStation 5 - Noir minuit","https://www.bestbuy.ca/fr-ca/produit/18931224","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18931/18931224.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/189/18931/18931224.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/165/16571/16571772.jpg","270.19","4.71","7","Expédition disponible"
"Console PlayStation 5 Slim- Boîte ouverte","https://www.bestbuy.ca/fr-ca/produit/17650702","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17650/17650702.jpeg","599.99","2.86","7","Disponible uniquement en ligne"
"Abonnement de 12 mois à Xbox Game Pass Core - Téléchargement numérique","https://www.bestbuy.ca/fr-ca/produit/17212140","https://multimedia.bbycastatic.ca/multimedia/products/250x250/172/17212/17212140.jpg","87.99","3.62","13","Disponible uniquement en ligne"
"Casque de réalité virtuelle de 512 Go Meta Quest 3 - Période d'essai de 3 mois de Meta Horizon+","https://www.bestbuy.ca/fr-ca/produit/17246836","https://multimedia.bbycastatic.ca/multimedia/products/250x250/172/17246/17246836.jpg","680.59","4.71","3772","Expédition disponible"
"Volant de course G923 True Force de Logitech pour PlayStation 5/PC - Noir","https://www.bestbuy.ca/fr-ca/produit/14475614","https://multimedia.bbycastatic.ca/multimedia/products/250x250/144/14475/14475614.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/144/14475/14475614.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/144/14475/14475615.jpg","400.19","4.68","1205","Expédition disponible"
"Console Nintendo Switch avec Joy-Con rouge/bleu fluo (2022)","https://www.bestbuy.ca/fr-ca/produit/16529707","https://multimedia.bbycastatic.ca/multimedia/products/250x250/165/16529/16529707.jpg","420.59","4.88","2434","Expédition disponible"
"Pokémon Legends Z-A (Switch)","https://www.bestbuy.ca/fr-ca/produit/19349034","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19349/19349034.jpg","84.99","0","0","Disponible en livraison différée"
"Remis à neuf (Bon état) - manette sans fil DualSense Edge pour PlayStation 5 PS5 de Sony (Blanc)","https://www.bestbuy.ca/fr-ca/produit/18485385","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18485/18485385.jpeg","129.99","3","2","Disponible uniquement en ligne"
"Manette sans fil Xbox pour Xbox Series X|S/Xbox One/Windows - Blanc robot","https://www.bestbuy.ca/fr-ca/produit/19272399","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19272/19272399.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19272/19272399.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/153/15363/15363532.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/160/16057/16057596.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16961/16961493.jpg","85.19","4.72","4291","Expédition disponible"
"Call of Duty: Black Ops 7 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19427170","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19427/19427170.jpg","89.99","0","0","Disponible en livraison différée"
"Casque de réalité virtuelle de 256 Go Meta Quest 3S avec Batman: Arkham Shadow - Version d'essai de 3 mois de Meta Horizon+","https://www.bestbuy.ca/fr-ca/produit/18340582","https://multimedia.bbycastatic.ca/multimedia/products/250x250/183/18340/18340582.jpg","550.59","4.74","564","Expédition disponible"
"Pokémon Legends Z-A Nintendo Switch 2 Edition (Switch 2)","https://www.bestbuy.ca/fr-ca/produit/19349035","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19349/19349035.jpg","99.99","0","0","Disponible en livraison différée"
"Clair Obscur: Expedition 33 (PS5)","https://www.bestbuy.ca/fr-ca/produit/18976903","https://multimedia.bbycastatic.ca/multimedia/products/250x250/189/18976/18976903.jpg","64.99","4.96","243","Stocks épuisés dans les magasins à proximité"
"Abonnement de 3 mois Xbox Game Pass Ultimate - Téléchargement numérique","https://www.bestbuy.ca/fr-ca/produit/17212137","https://multimedia.bbycastatic.ca/multimedia/products/250x250/172/17212/17212137.jpg","68.99","0","0","Disponible uniquement en ligne"
"Manette sans fil pour Xbox pour Xbox Series X|S, Xbox One et appareils Windows -- Noir carbone","https://www.bestbuy.ca/fr-ca/produit/16929094","https://multimedia.bbycastatic.ca/multimedia/products/250x250/169/16929/16929094.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16929/16929094.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/170/17039/17039640.jpeg","59.99","5","1","Disponible uniquement en ligne"
"Casque de réalité virtuelle de 512 Go Quest 3 de Meta avec manettes Touch Plus et Batman : Arkham Shadow","https://www.bestbuy.ca/fr-ca/produit/18473493","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18473/18473493.jpg","680.59","4.73","5582","Stocks épuisés en ligne"
"Battlefield 6 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19396878","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19396/19396878.jpg","89.99","0","0","Disponible en livraison différée"
"Reconditionné (Tres Bon Etat) - Console Xbox Series X","https://www.bestbuy.ca/fr-ca/produit/17107818","https://multimedia.bbycastatic.ca/multimedia/products/250x250/171/17107/17107818.jpeg","649.99","1","2","Disponible uniquement en ligne"
"EA Sports FC 26 (PS4)","https://www.bestbuy.ca/fr-ca/produit/19386263","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19386/19386263.jpg","89.99","0","0","Stocks épuisés dans les magasins à proximité"
"Ensemble PlayStation VR2 Horizon Call of the Mountain VR","https://www.bestbuy.ca/fr-ca/produit/16593427","https://multimedia.bbycastatic.ca/multimedia/products/250x250/165/16593/16593427.jpg","550.59","3.9","49","Expédition disponible"
"Remis à neuf (Bon état) - manette sans fil DualSense de Sony pour PlayStation 5 PS5 (Noir minuit)","https://www.bestbuy.ca/fr-ca/produit/17976407","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17976/17976407.jpeg","54.99","4","1","Disponible uniquement en ligne"
"Manette sans fil Xbox Elite Series 2 Core pour Xbox Series X|S/Xbox One - Blanc","https://www.bestbuy.ca/fr-ca/produit/19394219","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19394/19394219.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394219.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394222.jpg","185.19","0","0","Expédition disponible"
"Remis à neuf (Bon état) - manette sans fil DualSense de Sony pour PlayStation 5 PS5 (Blanc)","https://www.bestbuy.ca/fr-ca/produit/17856639","https://multimedia.bbycastatic.ca/multimedia/products/250x250/178/17856/17856639.jpeg","54.99","0","0","Disponible uniquement en ligne"
"It Takes Two (Switch)","https://www.bestbuy.ca/fr-ca/produit/16496743","https://multimedia.bbycastatic.ca/multimedia/products/250x250/164/16496/16496743.jpg","39.99","5","3","Expédition disponible"
"Console de jeu vidéo Super Classic Mini SN-02 HD SN-ES lecteur intégré - sortie HDMI à la télévision - 821 jeux classiques","https://www.bestbuy.ca/fr-ca/produit/13021144","https://multimedia.bbycastatic.ca/multimedia/products/250x250/130/13021/13021144.jpeg","49.99","2","12","Disponible uniquement en ligne"
"Final Fantasy Tactics - The Ivalice Chronicles (Switch)","https://www.bestbuy.ca/fr-ca/produit/19353730","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19353/19353730.jpg","64.99","5","1","Expédition disponible"
"Levier de vitesse Driving Force de Logitech pour volants de course G923/G29/G920 - Foncé","https://www.bestbuy.ca/fr-ca/produit/10383068","https://multimedia.bbycastatic.ca/multimedia/products/250x250/103/10383/10383068.jpg","80.19","4.59","1949","Expédition disponible"
"Gran Turismo 7 (PS5)","https://www.bestbuy.ca/fr-ca/produit/15993335","https://multimedia.bbycastatic.ca/multimedia/products/250x250/159/15993/15993335.jpg","89.99","3.44","9","Expédition disponible"
"Station de chargement pour manette sans fil DualSense de PlayStation 5","https://www.bestbuy.ca/fr-ca/produit/14962276","https://multimedia.bbycastatic.ca/multimedia/products/250x250/149/14962/14962276.jpg","39.99","4.86","6564","Expédition disponible"
"Boîte ouverte - manette de jeu sans fil pour Xbox - Noir carbone","https://www.bestbuy.ca/fr-ca/produit/17540117","https://multimedia.bbycastatic.ca/multimedia/products/250x250/175/17540/17540117.jpeg","59.99","3","2","Disponible uniquement en ligne"
"Boîte ouverte - manette sans fil DualSense pour PlayStation 5 - Noir minuit","https://www.bestbuy.ca/fr-ca/produit/17942990","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17942/17942990.jpeg","74.99","3","1","Disponible uniquement en ligne"
"Silent Hill f édition Day One (PS5)","https://www.bestbuy.ca/fr-ca/produit/19218642","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19218/19218642.jpg","99.99","5","3","Expédition disponible"
"Manette sans fil DualSense pour PlayStation 5 - Bleu sarcelle Chroma","https://www.bestbuy.ca/fr-ca/produit/18483789","https://multimedia.bbycastatic.ca/multimedia/products/250x250/184/18483/18483789.jpg","100.19","4.85","505","Expédition disponible"
"NHL 26 (Xbox Series X)","https://www.bestbuy.ca/fr-ca/produit/19411040","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19411/19411040.jpg","89.99","5","1","Expédition disponible"
"F1 25 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19269127","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19269/19269127.jpg","89.99","2.33","3","Expédition disponible"
"Remis à neuf (très bon état) - manette sans fil DualShock 4 pour PlayStation 4 - Noir de jais","https://www.bestbuy.ca/fr-ca/produit/17977563","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17977/17977563.jpeg","54.99","5","1","Disponible uniquement en ligne"
"Star Wars Outlaws (PS5)","https://www.bestbuy.ca/fr-ca/produit/17853756","https://multimedia.bbycastatic.ca/multimedia/products/250x250/178/17853/17853756.jpg","34.99","3.33","6","Expédition disponible"
"Reconditionné (Tres Bon Etat) - Console Xbox Series S 512GB CONSOLE","https://www.bestbuy.ca/fr-ca/produit/17077094","https://multimedia.bbycastatic.ca/multimedia/products/250x250/170/17077/17077094.jpeg","379.99","3","2","Disponible uniquement en ligne"
"Final Fantasy Tactics - The Ivalice Chronicles (PS5)","https://www.bestbuy.ca/fr-ca/produit/19353729","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19353/19353729.jpg","64.99","5","1","Expédition disponible"
"Support vertical pour consoles PlayStation 5/PlayStation 5 Pro - Blanc","https://www.bestbuy.ca/fr-ca/produit/17462111","https://multimedia.bbycastatic.ca/multimedia/products/250x250/174/17462/17462111.jpg","39.99","4.57","333","Expédition disponible"
"Borderlands 4 (PS5)","https://www.bestbuy.ca/fr-ca/produit/19361118","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19361/19361118.jpg","89.99","0","0","Stocks épuisés dans les magasins à proximité"
"Remis à neuf (État correct) - Lecteur à distance PlayStation Portal (PS5)","https://www.bestbuy.ca/fr-ca/produit/17729192","https://multimedia.bbycastatic.ca/multimedia/products/250x250/177/17729/17729192.jpeg","149.99","5","2","Disponible uniquement en ligne"
"Donkey Kong Bananza (Switch 2)","https://www.bestbuy.ca/fr-ca/produit/19296475","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19296/19296475.jpg","99.99","4.63","16","Expédition disponible"
"Manettes gauche et droite Joy-Con pour Nintendo Switch - Violet néon - Orange néon","https://www.bestbuy.ca/fr-ca/produit/13818672","https://multimedia.bbycastatic.ca/multimedia/products/250x250/138/13818/13818672.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/138/13818/13818672.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/105/10567/10567481.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/123/12302/12302915.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/171/17146/17146045.jpg","90.19","4.78","2815","Expédition disponible"
"Manette Pro de Nintendo Switch 2","https://www.bestbuy.ca/fr-ca/produit/19296482","https://multimedia.bbycastatic.ca/multimedia/products/250x250/192/19296/19296482.jpg","109.99","4.83","741","Expédition disponible"
"Remis à neuf (État correct) - manette sans fil DualSense Edge pour PlayStation 5 - Blanc","https://www.bestbuy.ca/fr-ca/produit/17611134","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17611/17611134.jpeg","149.99","0","0","Disponible uniquement en ligne"
"Manette sans fil de Xbox pour Xbox Series X|S/Xbox One - Noir carbone","https://www.bestbuy.ca/fr-ca/produit/19394223","https://multimedia.bbycastatic.ca/multimedia/products/250x250/193/19394/19394223.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394223.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394216.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394217.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/193/19394/19394218.jpg","85.19","0","0","Expédition disponible"
"Figurine amiibo de Mario et Luma pour Super Mario Galaxy et Super Mario Galaxy 2","https://www.bestbuy.ca/fr-ca/produit/19458527","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19458/19458527.jpg","39.99","0","0","Disponible en livraison différée"
"Minecraft (Switch)","https://www.bestbuy.ca/fr-ca/produit/18165397","https://multimedia.bbycastatic.ca/multimedia/products/250x250/181/18165/18165397.jpg","29.99","5","1","Expédition disponible"
"Console Xbox Series S de 1 To","https://www.bestbuy.ca/fr-ca/produit/19422127","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19422/19422127.jpg","532.49","0","0","Expédition disponible"
"Metroid Prime 4 Beyond (Switch)","https://www.bestbuy.ca/fr-ca/produit/10739702","https://multimedia.bbycastatic.ca/multimedia/products/250x250/107/10739/10739702.jpg","84.99","4.2","5","Disponible en livraison différée"
"Manette avec fil de PowerA pour Xbox Series X|S - Noir","https://www.bestbuy.ca/fr-ca/produit/15719130","https://multimedia.bbycastatic.ca/multimedia/products/250x250/157/15719/15719130.jpg","40.19","4.48","378","Stocks épuisés dans les magasins à proximité"
"Casque jeu sans fil 3e génération à micro Stealth 600X de Turtle Beach pour Xbox Series X/S - Noir","https://www.bestbuy.ca/fr-ca/produit/17919853","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17919/17919853.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17919/17919853.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17919/17919854.jpg","110.59","4.59","371","Expédition disponible"
"Manette sans fil EasySMX X05 pour Switch/PC/Android - Manette Bluetooth avec manches à balai à effet Hall et gâchette, Turbo, vibrations, RVB -B","https://www.bestbuy.ca/fr-ca/produit/18597171","https://multimedia.bbycastatic.ca/multimedia/products/250x250/185/18597/18597171.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/185/18597/18597171.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/185/18597/18597172.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/185/18597/18597173.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/189/18908/18908792.png","29.99","5","3","Disponible uniquement en ligne"
"Remis à neuf (Bon état) - console PlayStation 5 Slim","https://www.bestbuy.ca/fr-ca/produit/17650795","https://multimedia.bbycastatic.ca/multimedia/products/250x250/176/17650/17650795.jpeg","579.99","5","1","Disponible uniquement en ligne"
"Console Nintendo Switch (Modèle OLED) - Rouge néon/bleu","https://www.bestbuy.ca/fr-ca/produit/15598574","https://multimedia.bbycastatic.ca/multimedia/products/250x250/155/15598/15598574.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/155/15598/15598574.jpg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/155/15598/15598575.jpg","490.59","4.87","2740","Expédition disponible"
"Figurine amiibo de Rosalina et Lumas pour Super Mario Galaxy et Super Mario Galaxy 2","https://www.bestbuy.ca/fr-ca/produit/19458528","https://multimedia.bbycastatic.ca/multimedia/products/250x250/194/19458/19458528.jpg","39.99","0","0","Disponible en livraison différée"
"Assassin's Creed Shadows (Xbox Series X)","https://www.bestbuy.ca/fr-ca/produit/17936698","https://multimedia.bbycastatic.ca/multimedia/products/250x250/179/17936/17936698.jpg","59.99","4.56","57","Stocks épuisés dans les magasins à proximité"
"Boîte ouverte - Manette sans fil DualSense pour PS5 - Rouge cosmique","https://www.bestbuy.ca/fr-ca/produit/16928995","https://multimedia.bbycastatic.ca/multimedia/products/250x250/169/16928/16928995.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16928/16928995.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16928/16928994.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16928/16928996.jpeg,https://multimedia.bbycastatic.ca/multimedia/products/150x150/169/16928/16928998.jpeg","72.99","3.67","3","Disponible uniquement en ligne"
